415,CANYA DANTZ (WAUBRA),PO Box 5238,Warrnambool  Vic  3280,,,,,-1,N
416,CONCEPT CLEANING SUPPLIES (ALFREDTON),PO Box 141,Wendouree  Vic  3355,,03 5339 2025,,conceptcleaning@conceptcleaningsupplies.com.au,-1,N
417,YUILLE PARK COMMUNITY COLLEGE,PO Box 42,Wendouree  Vic  3355,,03 5339 5555,03 5339 4419,yuille.park.p-8.cc@edumail.vic.gov.au,-1,N
418,RUSSELL KENNEDY,PO Box 5146AA,Melbourne  Vic  3001,,03 9609 1555,03 9609 1600,credit@rk.com.au,-1,N
419,ROBINSONS ANTENNA,63 Birdwood Avenue,Sebastopol  Vic  3356,,03 5335 7353,,,-1,N
420,WENDY FERGUSON,C/- 105 Dana Street,Ballarat  Vic  3350,,,,wferguson@ucare.org.au,-1,N
421,POWERDIRECT PTY LTD (258146),PO Box 2999,Mt Waverley  Vic  3149,,1300 307 966,03 8805 6699,,-1,N
422,REIDS - RENT REFUNDS,128 Lydiard Street North,Ballarat  Vic  3350,,,,,-1,N
423,SITA AUSTRALIA PTY LTD (UCB),GPO Box 4238,Sydney  NSW  2001,,131 335,02 8754 0197,pay2sita@sita.com.au,-1,N
424,SEAL-A-FRIDGE,PO Box 464,Golden Square  Vic  3555,,13 14 79,03 5444 3252,,-1,N
425,LEONIE POWELL,C/- 15 Violet Grove,Wendouree  Vic  3355,,03 5338 4700,03 5339 8027,lpowell@ucare.org.au,-1,N
426,ANGOW & HATT PTY LTD (SUNWAYS),512 Mair Street,Ballarat  Vic  3350,,03 5331 7500,,anghat@ncable.net.au,-1,N
427,NICHOLAS ZELENCICH,409 Herriot Street,Buninyong  Vic  3357,,0417 589 352,,,-1,N
428,THE TURRET CAFE & CATERING,802 Sturt Street,Ballarat  Vic  3350,,03 5334 4744,,,-1,N
429,JO'S CATERING,PO Box 2158,Ballarat Mail Centre  Vic  335,,,03 5332 3652,info@joscatering.com.au,-1,N
430,ANDREW THOMAS DESIGN,109 Frank Street,Ballarat  Vic  3350,,03 5332 6628,,atd@ncable.net.au,-1,N
431,BAYMARK INTERNATIONAL,Unit 4/10 Carnegie Place,Blacktown  NSW   2148,,02 8814 8377,02 8824 8600,,-1,N
432,CELSIUS HEATING & COOLING,39 Mair Street,Ballarat  Vic  3350,,03 5333 1267,,sales@celsiustrends.com.au,-1,N
433,TAYLORHEAT,PO Box 1757,Bakery Hill   Vic  3354,,03 5331 1000,03 5333 4796,rick@taylorheat.com.au,-1,N
434,PSYCHOZ PUBLICATIONS,PO Box 124,Kew  Vic  3101,,03 9855 2220,03 9855 2225,psychoz@psychotherapy.com.au,-1,N
435,CAFE CATALPHA,7921 Hamilton Highway,Tarrington  Vic  3301,,03 5572 1888,03 5572 4744,,-1,N
436,CONSUMER AFFAIRS VIC,GPO Box 4567,Melbourne   Vic  3001,,1300 361 673,,,-1,N
437,SEEK LIMITED,GPO Box 2335,Sydney   NSW   2001,,1300 658 700,,remittance@seek.com.au,-1,N
438,KMART,Cnr Gillies & Norman Street,Wendouree  Vic  3355,,03 5339 5061,,,-1,N
439,BALLARAT PARTY HIRE,94 Hertford Street,Sebastopol   Vic   3356,,03 5335 5200,,,-1,N
440,MEGAN YOUNG,C/- 105 Dana Street,Ballarat  Vic  3350,,,,,-1,N
441,TRI NATURE,Box 304,Hunter Region Mail Centre  231,,02 4928 2199,02 4928 2405,,34,N
442,BARWON ADOLESCENT TASK FORCE,PO Box 1323,Geelong   Vic  3220,,03 5221 4339,03 5221 9340,,-1,N
443,VAADA,211 Victoria Parade,Collingwood   Vic  3066,,03 9412 5600,03 9416 2085,,-1,N
444,RUSSELL BOWEY,32 Raglan Street,Creswick  Vic  3363,,03 5345 1100,03 5345 1166,,-1,N
445,COLLIER AND REID PTY LTD,PO Box 78,Ocean Grove  Vic  3226,,03 5255 1811,03 5256 1997,collreid@pipeline.com.au,-1,N
446,COMMERCIAL ACCOUNTING SOLUTIONS,"Suite 7, 653 Mountain Highway",Bayswater  Vic  3153,,03 8720 7300,03 8720 7350,,-1,N
447,JAMES BROWN ELECTRICAL CONTRACTOR,PO Box 174R,Redan  Vic  3350,,0419 501 918,,jimbrown4@bigpond.com.au,34,N
448,PAUL SMITH,PO Box 117R,Redan  Vic  3350,,,,,-1,N
449,SOVEREIGN PRESS PTY LTD,PO Box 223,Wendouree  Vic  3355,,03 5338 2772,03 5338 1969,sov.press@bigpond.com,-1,N
450,INGRIT MACPHERSON,PO Box 120,Gordon  Vic  3345,,,,,-1,N
451,INSIGHT SECURITY SOLUTIONS PTY LTD,PO Box 1120,Wendouree Village  Vic  3355,,0419 548 805,,issolutions@bigpond.com,-1,N
452,DEPARTMENT OF PRIMARY INDUSTRIES,Bendigo Mail Centre,PO Box 3100,Bendigo  Vic  3554,03 5430 4444,,,-1,N
453,EDUCATING KIDS,"Level 1, 170 Bridport St",Albert Park 3206,,1300 099 799,03 9098 6092,info@educatingkids.com.au,-1,N
454,V-LINE,Lydiard Street North,Ballarat  Vic  3350,,,,,-1,N
455,IOOF PURSUIT SUPER,GPO Box 264,Melbourne   Vic  3001,,,,,34,N
456,ISABOUT PTY LTD,PO Box 550,Gisborne   Vic  3437,,03 5428 8597,03 5428 8597,kmcneil@bigpond.net.au,-1,N
457,CONCEPT CLEANING SUPPLIES (JUBILEE),PO Box 141,Wendouree  Vic  3355,,03 5339 2025,03 5338 1712,conceptcleaning@conceptcleaningsupplies.com.au,-1,N
458,G GAY & CO HOME HARDWARE (JUBILEE),127 Gillies Street,Wendouree  Vic  3350,,03 5334 2700,03 5334 1632,gillies@ggay.com.au,-1,N
459,LIVING EGGS,PO Box 7511,Geelong West  Vic  3218,,03 5428 5397,03 8648 5660,livingeggsoz@gmail.com,-1,N
460,D T (MUMPY) & T F WALLIS,408 Urquhart Street,Ballarat  Vic  3350,,03 5332 8163,03 5332 9572,,-1,N
461,MARK DAVIES GARDEN MAINTENANCE,104 Smythes Road,Delacombe   Vic  3356,,0417 343 370,,,-1,N
462,EDU-21 (JUBILEE),PO Box 2510,Nerang  BC   QLD   4211,,07 5462 2996,07 5462 2996,,-1,N
463,HOSKING FINE STATIONERY,"Unit 6, 2-4 Dunlop Street",Strathfield   NSW    2136,,02 9743 0291,02 9743 1534,accounts@hoskingaustralia.com.au,-1,N
464,PAULS LAWNS & GARDENS,463 Wiltshire Lane,Delacombe  Vic  3356,,,,,-1,N
465,BALLARAT TURF CLUB INC,PO Box 125,Miners Rest   Vic  3352,,03 5334 6230,,,-1,N
466,YRIPP HONORARIA PAYMENTS,C/- Sonia Pacey,105 Dana Street,Ballarat   Vic  3350,,,,34,N
467,EASTERN HEALTH,Locked Bag No 2027,Eastern Health,Accounts Receivable Department,03 9871 3900,,accountsreceivable_fmis@easternhealth.org.au,-1,N
468,INFOXCHANGE AUSTRALIA,375-377 Johnston Street,Abbotsford   Vic  3067,,03 9418 7400,03 9486 9344,accounts@infoxchange.net.au,-1,N
469,BEDGUARD PTY LTD,PO Box 4159,Balwyn East Vic,,1300880875,,info@bedguard.com.au,-1,N
470,THE GOURMET GUARDIAN PTY LTD,PO Box 1078,Ashwood   Vic  3147,,1800 366 372,03 9808 7448,admin@gourmetguardian.com.au,-1,N
471,ODYSSEY HOUSE VICTORIA,660 Bridge Road,Richmond   Vic  3121,,03 94201 7644,03 9425 9537,studentadmin@odyssey.org.au,-1,N
472,"SHADE ""N"" SAILS PTY LTD",24 Old Creswick Road,Wendouree  Vic  3355,,03 5339 2330,03 5339 3188,info@shadensails.com.au,-1,N
473,ULTRA TUNE BALLARAT,210 Mair Street,Ballarat  Vic  3350,,03 5332 8055,03 5331 9867,,-1,N
474,HIP POCKET WORKWEAR & SAFETY (UCB),1103 Howitt Street,Wendouree  Vic  3355,,03 5339 5446,03 5339 6504,ballarat@hippocketworkwear.com.au,-1,N
475,ABBEYS AUCTIONS,480-482a Station Street,Box Hill   Vic  3128,,03 9898 2118,03 9890 3599,,-1,N
476,DIPLOMAT BLADES (AUST) PTY LTD,PO Box 5311,Pinewood  Vic  3149,,03 9562 0777,03 9562 0500,,-1,N
477,FURNITURE SHOP REFUNDS,Albert Street,Ballarat  Vic  3350,,,,,-1,N
478,MOORABOOL SHIRE COUNCIL,PO Box 18,Ballan   Vic  3342,,03 5366 7100,03 5368 1757,info@moorabool.vic.gov.au,-1,N
479,BALLARAT MEAT COMPANY,PO Box 401,Miners Rest   Vic  3352,,03 5339 3122,03 5339 5088,bmco.beaumont@gmail.com,-1,N
480,NORDEN SERVICE,60-62 Bennet St,Dandenong Vic 3177,,03 9793 1066,03 9794 5840,bodyworks@norden.com.au,-1,N
481,RODDA MUSIC PTY LTD,PO Box 169,Moe  Vic  3825,,03 5126 1007,,rodda@net-tech.com.au,-1,N
482,BARB MILES,C/- 105 Dana Street,Ballarat  Vic  3350,,,,,-1,N
483,BALLARAT DISTRICT NURSING & HEALTHCARE,1818 Sturt Street,Ballarat  Vic  3350,,03 5334 1500,03 5334 1945,clientcare@bdnh.com.au,-1,N
484,CVS VOLUNTEERS,C/- 418 Wendouree Parade,Wendouree  Vic  3355,,,,,-1,N
485,ROBERT SIM BUILDING SUPPLIES PTY LTD,102 Humffray Street South,Ballarat   Vic  3350,,03 5331 1313,03 5331 1315,rsim@ncable.net.au,-1,N
486,DO IT ONCE BUILDING SERVICES,PO Box 3R,Redan  Vic  3350,,,,,34,N
487,COUNTRY FIRE AUTHORITY (REIDS),CFA HQ,PO Box 701,Mt Waverley   Vic  3149,03 9262 8236,,,34,N
488,R & G WILSON ELECTRICAL CONTRACTOR,8 Delmela Court,Brown Hill Vic 3350,,,,,-1,N
489,ELAINE BUS LINES,778 Mt Mercer Road,Cargerie   Vic   3334,,03 5341 5593,,,-1,N
490,HIGHLAND ELECTRICAL,PO Box 209,Wendouree  Vic  3355,,03 5332 1772,03 5334 6042,shillito@giant.net.au,-1,N
491,SMITHARD ELECTRICAL,PO Box 1199,Bakery Hill  Vic  3354,,0428 594 574,,travis@smithardelectrical.com.au,-1,N
492,AGL SALES PTY LIMITED,Locked Bag 20024,Melbourne   Vic   3001,,13 18 16,,,-1,N
493,BALLARAT AQUATIC CENTRE,PO Box 321,Ballarat  Vic  3353,,03 5329 2804,03 5331 8275,carole.weightman@ymca.org.au,-1,N
494,WESTERN DISTRICT HEALTH SERVICES,PO Box 283,Hamilton   Vic  3300,,,,,-1,N
495,JB COMMERCIAL,PO BOX 561,CHADSTONE VIC 3148,,03 8530 7515,03 8530 7640,peter.nicholson@jbhifi.com.au,-1,N
496,BALLARAT PEST CONTROL,PO Box 526,Ballarat  Vic  3353,,03 5331 9998,03 5336 0090,ballaratpest@bigpond.com,-1,N
497,SNAKE VALLEY RURAL FIRE BRIGADE,C/- Post Office,Snake Valley  Vic 3351,,03 5344 9300,03 5344 9083,,34,N
498,LEARNING DISCOVERY PTY LTD (ALFREDTON),PO Box 956,Mt Eliza  Vic  3930,,03 9775 3234,03 9277 7225,admin@learningdiscovery.com.au,-1,N
499,AUSTRALIAN INSTITUTE OF CRIMINOLOGY,GPO Box 2944,Canberra  ACT  2601,,02 6260 9272,02 6260 9299,aic.events@aic.gov.au,-1,N
500,ROSTOD PLUMBING SERVICES,232 Roslyn Road,Highton  Vic  3216,,0427 514 018,,,-1,N
501,GEOFF RICHARDSON,PO Box 130,Brown Hill   Vic  3350,,03 5334 8040,,,-1,N
502,MIDLAND COUNSELLING,210 Drummond Street South,Ballarat  Vic  3350,,,,,34,N
503,BALLARAT RADIOLOGY,101 Drummond Street North,Ballarat  Vic  3350,,03 5320 2088,03 5320 2136,,34,N
504,KARINYA - SALVATION ARMY,PO Box 83N,Ballarat  Vic  3350,,03 5329 1111,,,-1,N
505,LYDIARD MEDICAL PRACTICE,1002 Lydiard Street North,Ballarat  Vic  3350,,03 5331 4666,,,34,N
506,OFFICELIFE PTY LTD,PO Box 6861,Wetherill Park   NSW   2164,,1300 335 433,,sales@officelife.com.au,-1,N
507,LAKE HEALTH GROUP,1046 Howitt Street,Wendouree  Vic  3355,,03 5339 3366,03 5339 6447,,34,N
508,AUS FURNITURE IMPORTS PTY LTD,192 Hammond Road,Dandenong  Vic  3175,,03 9793 7151,03 9708 5934,,-1,N
509,WHITE RIBBON FOUNDATION,"Suite 4, 13-15 Smail Street",Ultimo  NSW   2007,,02 9045 8418,02 9972 7121,,-1,N
510,TARGET BALLARAT,Doveton Street South,Ballarat  Vic  3350,,03 5329 4000,,,-1,N
511,BALLARAT WELDING SERVICES,19 Leerama Crt,"Black Hill, Vic",,,,ballaratwelding@bigpond.com,-1,N
512,GERALDINE J BILSTON,C/- Karen Riddel,121 Albert Street,Ballarat  Vic  3350,,,,34,N
513,CARNIVAL EDUCATION,PO Box 525,Terrey Hills  NSW  2084,,02 9986 1605,02 9986 1606,,-1,N
514,MEA TECHNOLOGIES PTY LTD,2-60 Lillee  Crs.,Tullamarine VIC,,1300 632832,03 9338 99 96,erol@meatechnologies.com.au,-1,N
515,COUNTRY KIDS,25 Bridge Mall,Ballarat  Vic  3350,,03 5331 2881,03 5332 9137,,-1,N
516,BALLARAT TRUCK CENTRE PTY LTD,PO Box 168,Ballarat  Vic  3353,,03 5335 7705,5336 2645,ballarattrucks@netconnect.com.au,-1,N
517,CONDCO ENGINEERING PTY LTD,10 Heinz Road,Ballarat  Vic  3350,,03 5335 6789,,,-1,N
518,B & D TECHNOLOGIES PTY LTD,101-107 Albert Street,Ballarat  Vic  3350,,03 5327 0600,03 5327 0688,,-1,N
519,UFS DISPENSARIES LTD (ALFREDTON),PO Box 301,Ballarat  Vic  3353,,03 5327 7755,03 5332 7565,accounts@ufs.com.au,-1,N
520,HORTOPINE,Private Bag 25,Ballarat  Vic   3351,,03 5339 4222,03 5338 1242,admin@hortopine.com.au,-1,N
521,THE BOOK GARDEN PTY LTD,PO Box 6500,Baulkham Hills BC   NSW  2153,,02 9634 2558,02 9680 4634,carmel@thebookgarden.com.au,-1,N
522,JOHN THOMAS ELECTRICAL,4 Dawson Street North,Ballarat  Vic  3350,,03 5331 3099,03 5333 3850,bryan@johnthomaselectrical.com.au,-1,N
523,LIFELINE AUSTRALIA,PO Box 173,Deakin West   ACT   260,,02 6215 9400,,finance@lifeline.org.au,-1,N
524,NICKY BARTON,C/- 103 Lydiard Street South,Ballarat  Vic  3350,,,,nbarton@lifelineballarat.com.au,-1,N
525,JOAN KIMBERLEY,C/- 13 Hall Street,Waubra  Vic  3352,,,,joan.kimberley@bigpond.ncom,-1,N
526,BUNINYONG NEWSAGENCY,501 Warrenheip Street,Buninyong   Vic  3357,,03 5341 2154,03 5341 2154,,-1,N
527,MODERN TEACHING AIDS PTY LTD (YUILLE),PO Box 608,Brookvale    NSW  2100,,1800 251 497,02 9938 09496,accounts@teaching.com.au,-1,N
528,KANGAROO EDUCATIONAL PTY LTD (YUILLE),PO Box 1055,Brookvale  NSW  2100,,1800 251 475,02 9938 0496,accounts@hop.com.au,-1,N
529,BENDIGO BANK LIMITED,"L 6, 120 Harbour Esplanade",Docklands   Vic  3008,,1300 272 265,,,-1,N
530,LIONS CLUB OF BALLARAT INC,PO Box 1531,Bakery Hill   Vic  3354,,1800 238 876,1800 802290,,-1,N
531,BORN GENIUS,9 College Street,Ballarat   Vic  3355,,03 5339 9654,,,-1,N
532,DATABANK ESCROW SERVICES PTY LTD,PO Box 2350,Kew   Vic   3101,,1800 464 360,03 9427 0866,sales@databank.com.au,-1,N
533,DULUX PAINTS,44 Mair Street,Ballarat  Vic  3350,,03 5332 1513,,,-1,N
534,THE EDUCATIONAL EXPERIENCE (ALFREDTON),PO Box 860,Newcastle   NSW  2300,,02 4923 8222,02 4942 1991,hotline@edex.com.au,-1,N
535,CRAZY CAMEL FUNDRAISING,PO Box 332,Mount Waverley  Vic  3149,,1800 141 239,03 9018 4409,,33,N
536,ELIZABETH RICHARDS PTY LTD,PO Box 397,Winston Hills   NSW    2153,,02 9838 0865,02 9838 0302,maryna@elizabethrichards.com.au,-1,N
537,WINDMILL EDUCATIONAL PTY LTD,591 Whitehorse Road,Mont Albert  Vic  3127,,03 9830 4336,03 9888 5456,sales@windmill.net.au,-1,N
538,DAVID STEWART,C/- 128 Lydiard Street North,Ballarat  Vic  3350,,,,,-1,N
539,SPOTLIGHT PTY LTD,PO Box 1135,South Melbourne  Vic  3205,,03 9675 4000,03 9675 4583,ar.au@spotlight.com.au,-1,N
540,INTERNODE PTY LTD,PO Box 284,Rundle Mall  SA  5000,,136 633,1300 396 633,remittanceadvice@internode.com.au,-1,N
541,CHICKEN & SEAFOOD KING,1301 Sturt Street,Ballarat  Vic  3350,,03 5331 7521,,,-1,N
542,DOUBLE YOU PROMOTIONS,2 Flagship Court,Castaways Beach  QLD  4567,,07 5447 4943,,,-1,N
543,VOICE FM,PO Box 149,Ballarat MC   Vic   3353,,03 5333 1201,03 5332 9540,info@voicefm.com.au,-1,N
544,BEDGGOODS KIA,1001-1003 Howitt Street,Wendouree  Vic   3355,,03 5339 3111,03 5339 3112,accounts@bedggoods.com.au,-1,N
545,BALLARAT AUTOGLASS,53 Mair Street East,Ballarat  Vic  3350,,03 5331 1022,,,-1,N
546,ANNE'S FLOWER BASKET (UCB),42-44 Main Road,Ballarat Central  Vic  3350,,03 5331 5888,03 5331 5937,john.fox@interfloraflorist.com.au,-1,N
547,TOWN HOUSE MOTOR INN,31-33 Roberts Avenue,Horsham  Vic  3400,,03 5382 4691,03 5381 1436,townhouse@netconnect.com.au,-1,N
548,"""NORVAL"" UNITING CHURCH CAMPSITE",204-232 Grampians Road,Halls Gap   Vic  3381,,03 5356 4241,03 5356 4522,,-1,N
549,THE ARARAT BAKERY,52 Barkly Street,Ararat   Vic   3377,,03 5352 2248,03 5352 4440,,-1,N
550,ARARAT PRIMARY SCHOOL,PO Box 225,Moore Street,Ararat  Vic   3377,03 5352 1253,03 5352 4926,,-1,N
551,MELISSA FOOTE,C/- 174 Barrabool Road,Highton   Vic  3216,,,,,-1,N
552,STAR TRACK EXPRESS PTY LTD,Locked Bag 23,Tullamarine   Vic  3043,,132 345,,max.hooker@startrackexpress.com.au,-1,N
553,J DONEGAN & SONS (ALFREDTON),309 Butterfactory Road,Gordon  Vic  3345,(no email),03 5368 9448,03 5368 9582,,-1,N
554,P T PRICE,Ballarat Psychological Service,PO Box 218W,Ballarat West  Vic  3350,03 5332 1621,03 5331 5079,bpsych@netconnect.com.au,-1,N
555,BELLBIRD KID-Z EDUCATIONAL (ALFREDTON),28-30 Hydrive Close,Dandenong South  Vic  3175,,8795 6999,9799 9533,enquire@bellbirdkidz.com.au,32,N
556,MODERN TEACHING AIDS PTY LTD (ALFREDTON),PO Box 608,Brookvale  NSW  2100,,1800 251 497,1800 151 492,accounts@teaching.com.au,-1,N
557,NEWINGTON PHYSIOTHERAPY CLINIC,1220 Mair Strsst,Ballarat  Vic  3350,,03 5331 3066,03 5333 2432,,34,N
558,ROSEMARY OVERTON,P.O Box 314W,Ballarat West  Vic  3350,,0409 413 728,,,-1,N
559,GAIL REID,418 Wendouree Parade,Wendouree  Vic  3355,,,,greid@ucare.org.au,-1,N
560,ALCOLIZER TECHNOLOGY,PO Box 73,Claremont  WA   6910,,07 3821 1606,07 3821 1633,remittances@alcolizer.com,-1,N
561,NANCY POSTLETHWAITE,Possum Nook,4/203 Ripon Street South,Ballarat  Vic   3350,,,,34,N
562,NORTH BALLARAT SPORTS CLUB INC,PO Box 151N,North Ballarat  Vic  3350,,03 5339 5944,03 5338 1254,,-1,N
563,BYLSMA HIRE,346 Albert Street,Sebastopol  Vic  3356,,0409 433 297,03 5334 3618,,-1,N
564,RODD LOCKSMITHS PTY LTD (JUBILEE),13 Armstrong Street North,Ballarat  Vic  3350,,03 5331 2244,03 5333 2240,accounts@roddlock.com.au,-1,N
565,BALLARAT COACHLINES PTY LTD,PO Box 1659,Ballarat Mail Centre  3350,,03 5335 5300,03 5335 5311,admin@ballaratcoachlines.com.au,-1,N
566,BOB THOMPSON,Bob Thompson,15 Ivanhoe Street,Wendouree  Vic  3355,03 5339 2751,,,-1,N
567,EARLY CHILDHOOD MANAGEMENT (WAUBRA),PO Box 182,Northcote  Vic  3070,,03 8481 1100,03 9445 0346,ecms@ecms.org.au,-1,N
568,STATE TRUSTEES LIMITED,PO Box 1461,Melbourne  Vic  3000,,,,,-1,N
569,BALLARAT BOOKS,15 Armstrong Street North,Ballarat   VIc  3350,,03 5333 3222,03 53331 5604,booklistassist@ballaratbooks.com.au,-1,N
570,RACV CLUB,Reservations Department,501 Bourke Street,Melbourne  Vic  3000,03 9944 8888,03 9944 8844,,-1,N
571,OAKS ON MARKET,60 Market Street,Melbourne   Vic  3000,,03 8631 1111,03 8631 1188,oaksonmarket@theoakdsgroup.com.au,-1,N
572,MIHALJEVIC CONSTRUCTIONS PTY LTD,PO Box 69N,Ballarat   Vic  3350,,03 5331 8777,03 5332 4305,alan@mihcon.com.au,34,N
574,CRAIG MARSHALL,109 Smythes Road,Delacombe  Vic  3356,,0403 554 150,,fouracesmac@mac.com,-1,N
575,ROWAN FITZGERALDS PLUMBING & GASFITTING,PO Box 71,Gisborne   Vic  3437,,03 5428 4219,03 5428 8943,fitzplum@bigpond.net.au,-1,N
576,BEN DAWS,7 Scotcher Court,Delacombe  Vic  3356,,0439 303 519,,,-1,N
577,TRANSACT VICTORIA COMMUNICATIONS (491 GILLIES),10 Neerim Crescent,Mitchell Park  Vic  3355,,1300 366 248,,enquiries@ncmail.com.au,-1,N
578,DAVID ROGERSON SERVICE & REPAIRS,41 Lake St Wendouree 3355,,,0417 011 637,,rog06@bigpond.com.au,-1,N
579,EUREKA MEDICAL AND DENTAL CENTRE,Locked Bag 1230,Leichhardt  NSW   2040,,(02) 9005 7947,(02) 9005 7149,ar@pry.com.au,34,N
580,JACARANDA LANDSCAPES,P O Box 61 N,Ballarat North  3350,,0417 398 241,5331 8442,jacarandalandscapes@bigpond.com.au,-1,N
581,BOOK CITY BALLARAT,222 Sturt Street,Ballarat  Vic  3350,,5331 7411,5331 8626,"bookcity@ncable.net,au",-1,N
582,EARLY CHILDHOOD MANAGEMENT (ALFREDTON),PO Box 182,Northcote  Vic  3070,,(03) 8481 1100,(03) 9445 0346,ecms@ecms.org.au,-1,N
583,SOVEREIGN CITY CLEANING SERVICE (YUILLE),PO BOx 475,Ballarat  Vic  3353,,0418 518 618,03 5330 3274,sovcit@westnet.com.au,-1,N
584,BALLARAT SAFETY PTY LTD,PO Box 193R,Redan  Vic   3350,,03 5336 1333,03 5336 2255,sales@ballaratsafety.com.au,-1,N
585,BELEZA PTY LTD,72 Wedgewood Road,Hallam  Vic  3803,,03 9702 3218,03 9702 3788,beleza@beleza.com.au,-1,N
586,KELLY HOWARD,C/- 6 Balyarta Street,Alfredton  Vic  3350,,,,,-1,N
587,ISC PTY LTD,PO Box 149R,Round Corner,Sydney   NSW  2158,02 9894 6242,02 9894 6808,Accounts@ISC-WORLDWIDE.COM,-1,N
588,BELLBIRD KID-Z EDUCATIONAL (WAUBRA),28-30 Hydrive Close,Dandenong South  Vic   3175,,03 8795 6999,03 9799 9533,,-1,N
589,CHILD & FAMILY SERVICES BALLARAT INC,115 Lydiard Street North,Ballarat  Vic  3350,,03 5337 3333,,,-1,N
590,CROSIER GLASS,107A Hertfod Street,Sebastopoll   Vic   3356,,03 53361244,353361882,,-1,N
591,BALLARAT EMBROIDERY & MONOGRAMMING,13 Harold Street,Wendouree   Vic   3355,,03 53 395 300,,,-1,N
592,QUEST TRANSPORTATION,110 Killara Road,Campbellfield   Vic  3061,,03 9357 7539,03 9357 7145,,-1,N
593,DAVE & PHILS RUBBISH REMOVAL,14 Cambridge Street,Creswick   Vic   3363,,,,,-1,N
594,KEATRONICS AUSTRALASIA (HOUSING),PO Box 35,Brown Hill  Vic  3350,,0421 759 647,,keatronics@hotmail.com,-1,N
595,HELEN YEOMAN,Newington Physiotherapy Clinic,1220 Mair Street,Ballarat  Vic   3350,,,,34,N
596,EARLY CHILDHOOD MANAGEMENT (YUILLE),PO Box 182,Northcote  Vic  3070,,03 8481 1100,03 9445 0346,ecms@ecms.org.au,-1,N
597,URQUHART STREET PRIMARY SCHOOL,49 Inkerman Street,Ballarat  Vic  3350,,03 5332 1651,03 5333 4799,urquhart.park.ps@edumail.vic.gov.au,-1,N
598,LEARNING DISCOVERY PTY LTD (YUILLE),PO Box 956,Mt Eliza   Vic  3930,,03 9775 3234,03 9277 7225,admin@learningdiscovery.com.au,-1,N
599,CARERS VICTORIA INC,PO Box 2204,Footscray  Vic  3011,,,,,-1,N
600,JIM'S MOWING,3 Linton Lane,Highton  Vic  3216,,52439237,,No email,-1,N
601,GEELONG BUDGET BIN HIRE,PO Box 8149,Newtown  Vic  3220,,418334966,,g.b.b.h@bigpond.com,-1,N
602,LA TROBE UNIVERSITY,La Trobe University,Cashiers office,Vic  3086,61394795888,61394795977,qicsa@latrobe.edu.au,-1,N
603,FEDERATION UNIVERSITY AUSTRALIA,University of Ballarat,PO BOx 663,Ballarat  Vic  3353,353279505,353279333,,-1,N
604,REBEL SPORT LTD,13-23 Grenville Street,Ballarat  Vic  3350,,353318338,,,-1,N
605,COMPLETE STYLE JOINERY,PO Box 1774  Bakery Hill,Vic  3354,,353766112,353766112,info@completestylejoinery.com.au,-1,N
606,K.H.L.A. BUILDING DESIGN PTY.LTD.,30 Victoria Street,Ballarat  Vic  3350,,53314533,53334623,khlabuilddesign@ncable.net.au,-1,N
607,BALLARAT ELECTRICAL COMPANY,1322 Dana Street,Ballarat  Vic  3350,,418362840,353316077,,-1,N
608,BALLARAT WELDING SERVICES,19 Leerama Crt,Black Hill   Vic   3350,,0418 994 021,5332 4169,ballaratwelding@bigpond.com,-1,N
609,GRAEME BENNETT (ALFREDTON),180 Cuthberts Road,Alfredton  Vic  3350,(no email),03 53 343 741,, NO EMAIL ADDRESS,34,N
610,NADA MIOCEVIC,P.O. Box 1077,Robinson  Vic  3019,,93526301,93526301,fmiocevic@optusnet.com.au,-1,N
611,MEDVET SCIENCE P/L,115 Sherriff St.,Underdale  SA  5032,,881327400,881327401,remittances@medvet.com.au,-1,N
612,JOHN STEVENS PLUMBING PTY LTD,43 Scott Parade,Ballarat  Vic  3350,,53334633,53332045,accounts@johnstevensplumbing.com.au,-1,N
613,TONY COLYER PTY LTD,PO Box 2305,Regency Park  SA  5010,,883406800,883408688,accounts@tonycolyer.com.au,-1,N
614,BALLARAT CARPET COURT,7 Grenville Street North,Ballarat  Vic   3350,,03 5331 2488,03 5333 4362,enquiries@balcarcourt.com.au,-1,N
615,STERIHEALTH SERVICE PTY LTD,36 Cahill Street,Dandenong  Vic  3175,,03 8762 8330,03 8762 8342,credit@sterihealth.com.au,-1,N
616,BRAIN INJURY MATTERS INC,"Level 4, Ross House",247 Flinders Lane,Melbourne   Vic   3000,03 9639 7222,,office@bim.org.au,-1,N
617,TATRA CORPORATE & ALLIED HEALTH TRAINING,23 Morgan Street,South Brighton   SA  5048,,08 8221 6668,08  8221 5033,tatra@chariot.net.au,-1,N
618,RADMAC OFFICE CHOICE (BUNINYONG),110 Armstrong Street South,Ballarat  Vic  3350,,03 5333 4617,61353334673,radmac@ncable.net.au,-1,N
619,BACCHUS MARSH LOCKSMITHS,34-36 Grant Street,Bacchus Marsh  Vic  3340,,353671544,353671577,bmlocks@bigpond.net.au,-1,N
620,COMMANDER CENTRE BALLARAT,PO Box 2788,Bakery Hill   Vic  3354,,03 5332 2644,03 5332 9068,info@ccomms.com.au,-1,N
621,CENTRAL HIGHLANDS WINDOWS,508 Dowling Street,Wendouree  Vic  3355,,03 5339 3107,,,-1,N
